Nation:,Type / Application:,Operator:,Contractors:,Equipment:,Configuration:,Propulsion:,Power:,Lifetime:,Mass:,Orbit:,titulo
Australia,Communication,"USSAT Pty., Ltd. → Optus Communications Pty., Ltd.",Hughes,15 Ku-band transponders operating at 14/12 GHz,HS-376,Star-30BP,"Solar cells (body mounted and drop-skirt), batteries",7 years,1250 kg (654 kg BOL),GEO,"Aussat A1, A2, A3 / Optus A1, A2, A3"
Mexico,Communication,,Hughes,"18 (+6) C-band transponders, 4 (+2) Ku-band transponders",HS-376,Star-30BP,"Solar cells (body mounted and drop-skirt), batteries",9 years,1140 kg (647 kg BOL),GEO,"Morelos 1, 2"
USA,Communication,RCA Satcom → GE Satcom,RCA Astro,16 (+4) Ku-band transponders,AS-4000,Star-37XFP,"2 deployable solar arrays, batteries",10 years,1900 kg (1021 kg BOL),GEO,"Satcom K1, K2"
USA,Rendezvous target,NASA,NASA,None,Sphere,None,None,,16 kg,"360 km × 371 km, 28.47°",OEX-Target (OET)
USA,Crewed Spacecraft,NASA,Rockwell,,Winged orbiter,2 × OME (AJ10-190),"Fuel cells, batteries",,,,Shuttle
USA,Communication,RCA Satcom → GE Satcom,RCA Astro,16 (+4) Ku-band transponders,AS-4000,Star-37XFP,"2 deployable solar arrays, batteries",10 years,1900 kg (1021 kg BOL),GEO,"Satcom K1, K2"
USA,Crewed Spacecraft,NASA,Rockwell,,Winged orbiter,2 × OME (AJ10-190),"Fuel cells, batteries",,,,Shuttle
USA,"Communication, data relay",NASA,TRW,"4 (+2) 25W Ku-band TWTAs for LP (linearly polarized) zone coverage
    2 (+2) 1.5W Ku-band TWTAs for CP (circularly polarized) spot coverage 
    2 (+4) 25W Ku-band TWTAs for LP zone coverage
    2 (+2) 1.5W Ku-band TWTAs for CP spot coverage 
    12 5W TWTAs for LP C-Band up/down
    2 (+2) 26W S-band SSPAs (used for intersatellite links) 
    8 (+4) 3.5W S-band SSPAs (used for intersatellite links)",,?,"2 deployable solar arrays, batteries",10 years (design),2268 kg,GEO,"TDRS 1, 2, 3, 4, 5, 6 (TDRS A, B, C, D, E, F)"
USA,UV Astronomy (Shuttle retrievable),NASA Goddard,,UV Spectrometer,Spartan-200,?,Batteries,,~ 450 kg,,"Spartan 203 (Spartan Halley, HCED)"
USA,Crewed Spacecraft,NASA,Rockwell,,Winged orbiter,2 × OME (AJ10-190),"Fuel cells, batteries",,,,Shuttle
USA,"Communication, data relay",NASA,TRW,"4 (+2) 25W Ku-band TWTAs for LP (linearly polarized) zone coverage
    2 (+2) 1.5W Ku-band TWTAs for CP (circularly polarized) spot coverage 
    2 (+4) 25W Ku-band TWTAs for LP zone coverage
    2 (+2) 1.5W Ku-band TWTAs for CP spot coverage 
    12 5W TWTAs for LP C-Band up/down
    2 (+2) 26W S-band SSPAs (used for intersatellite links) 
    8 (+4) 3.5W S-band SSPAs (used for intersatellite links)",,?,"2 deployable solar arrays, batteries",10 years (design),2268 kg,GEO,"TDRS 1, 2, 3, 4, 5, 6 (TDRS A, B, C, D, E, F)"
USA,Crewed Spacecraft,NASA,Rockwell,,Winged orbiter,2 × OME (AJ10-190),"Fuel cells, batteries",,,,Shuttle
USA,"Reconnaissance, Radar (Data transmission type)",NRO,Martin Marietta → Lockheed Martin,SAR,SA-Radar,?,"2 deployable solar arrays, batteries",9 years ?,14500 kg - 16000 kg ?,"437 km × 447 km, 57.0° (#1); 420 km × 662 km, 68.0° (#2); 666 km × 679 km, 57.0° (#3); 689 km × 695 km, 68.0° (#4); 718 km × 712 km, 57.0° (#5)","Onyx 1, 2, 3, 4, 5 (Lacrosse 1, 2, 3, 4, 5)"
USA,Crewed Spacecraft,NASA,Rockwell,,Winged orbiter,2 × OME (AJ10-190),"Fuel cells, batteries",,,,Shuttle
USA,"Communication, data relay",NASA,TRW,"4 (+2) 25W Ku-band TWTAs for LP (linearly polarized) zone coverage
    2 (+2) 1.5W Ku-band TWTAs for CP (circularly polarized) spot coverage 
    2 (+4) 25W Ku-band TWTAs for LP zone coverage
    2 (+2) 1.5W Ku-band TWTAs for CP spot coverage 
    12 5W TWTAs for LP C-Band up/down
    2 (+2) 26W S-band SSPAs (used for intersatellite links) 
    8 (+4) 3.5W S-band SSPAs (used for intersatellite links)",,?,"2 deployable solar arrays, batteries",10 years (design),2268 kg,GEO,"TDRS 1, 2, 3, 4, 5, 6 (TDRS A, B, C, D, E, F)"
USA,Crewed Spacecraft,NASA,Rockwell,,Winged orbiter,2 × OME (AJ10-190),"Fuel cells, batteries",,,,Shuttle
USA,Venus orbiter,NASA,Martin Marietta (Spacecraft); Hughes (Radar),,,Star-48B (jettisonable),"2 deployable solar arrays, batteries",5.5 years,3449 kg (launch); 1035 kg (dry),"Heliocentric, later Venus orbit 295 km × 7762 km",Magellan
USA,Crewed Spacecraft,NASA,Rockwell,,Winged orbiter,2 × OME (AJ10-190),"Fuel cells, batteries",,,,Shuttle
USA,Comsat / Relay,NRO,Hughes,?,HS-386 ?,?,"Solar cells (body mounted and drop-skirt), batteries",8 years ?,~ 3000 kg ?,"Molniya Orbit (#8, #10, #11), GEO (#9)","Quasar 8, 9, 10, 11 (SDS-2 1, 2, 3, 4)"
USA,Technology ?,,Ball Aerospace ?,,,,,,,"295 km × 308 km, 57.10°",USA 41
USA,Crewed Spacecraft,NASA,Rockwell,,Winged orbiter,2 × OME (AJ10-190),"Fuel cells, batteries",,,,Shuttle
USA,Jupiter orbiter and probe,NASA,,,,S400,2 GPHS-RTG,2223 kg (launch),,,Galileo
USA,Crewed Spacecraft,NASA,Rockwell,,Winged orbiter,2 × OME (AJ10-190),"Fuel cells, batteries",,,,Shuttle
USA,"SIGINT, ELINT, COMINT","NRO, CIA",TRW,?,"~ 100 m Ø Dish Antenna, 3-Axis-Stabilization",?,"Solar arrays, batteries",+20 years (achieved),~2200 to 2700 kg,GEO,"Orion 1, 2 (Magnum 1, 2)"
USA,Crewed Spacecraft,NASA,Rockwell,,Winged orbiter,2 × OME (AJ10-190),"Fuel cells, batteries",,,,Shuttle
USA,Communication,HCI (for US Navy),Hughes,13 UHF transponders,HS-381,2 × R-4D-10,"Solar cells, batteries",12 years,"3400 kg (launch, without PKM), 1388 kg (BOL)",GEO,"Leasat 1, 2, 3, 4, 5 (Syncom-4 1, 2, 3, 4, 5)"
USA,Crewed Spacecraft,NASA,Rockwell,,Winged orbiter,2 × OME (AJ10-190),"Fuel cells, batteries",,,,Shuttle
USA,"Reconnaissance, electro-optical, stealth",NRO,Lockheed Martin,?,?,?,,+ 7.5 years,,"800 km × 808 km, 64.99° (#1); 2682 km × 3137 km, 63.44° (#2 ?)","Misty 1, 2, 3 (AFP-731)"
USA,Crewed Spacecraft,NASA,Rockwell,,Winged orbiter,2 × OME (AJ10-190),"Fuel cells, batteries",,,,Shuttle
"USA, Europe",Astronomy,"NASA, ESA",Lockheed,,,None,"2 deployable solar arrays, batteries",,11110 kg,"585 km × 615 km, 28.5°",Hubble (HST)
USA,Crewed Spacecraft,NASA,Rockwell,,Winged orbiter,2 × OME (AJ10-190),"Fuel cells, batteries",,,,Shuttle
"Europe, USA",Solar orbiter,"ESA, NASA",Dornier (prime),,,,1 GPHS-RTG,,370 kg,Solar orbit,Ulysses
USA,Crewed Spacecraft,NASA,Rockwell,,Winged orbiter,2 × OME (AJ10-190),"Fuel cells, batteries",,,,Shuttle
USA,Comsat / Relay,NRO,Hughes,?,HS-386 ?,?,"Solar cells (body mounted and drop-skirt), batteries",8 years ?,~ 3000 kg ?,"Molniya Orbit (#8, #10, #11), GEO (#9)","Quasar 8, 9, 10, 11 (SDS-2 1, 2, 3, 4)"
USA,ELINT or Inspection ?,,Hughes,?,HS-376 ?,,"Solar cells (body mounted and drop-skirt), batteries",,,GEO,Prowler
USA,Crewed Spacecraft,NASA,Rockwell,,Winged orbiter,2 × OME (AJ10-190),"Fuel cells, batteries",,,,Shuttle
USA,Crewed Spacecraft,NASA,Rockwell,,Winged orbiter,2 × OME (AJ10-190),"Fuel cells, batteries",,,,Shuttle
USA,"Astronomy, Gamma rays",NASA,TRW (spacecraft),"OSSE, ICT, EGRET, 8 BATSE detectors",,"Hydrazine propulsion system (1900 kg fuel) with 4 100-lbf thrusters
    and 8 5-lbf ACS thrusters","2 deployable solar arrays, batteries",6-10 years,15620 kg,"448 km × 453 km, 28.5°","CGRO (GRO, Compton)"
USA,Crewed Spacecraft,NASA,Rockwell,,Winged orbiter,2 × OME (AJ10-190),"Fuel cells, batteries",,,,Shuttle
USA,"SDI experiments, retrievable satellite",SDIO,Daimler Chrysler Aerospace,,SPAS-Platform,,Batteries,,,"242 km × 257 km, 56.99°",IBSS-SPAS
USA,Chemical release in orbit,SDIO,DSI,?,PicoStar,?,"Solar cells, batteries.",,80 kg,"229 km × 250 km, 56.99° (#A); 241 km × 258 km, 57.00° (#B); 218 km × 235 km, 56.99° (#C)","CRO A, B, C"
USA,Technology ?,,Ball Aerospace ?,,,,,,,"253 km × 265 km, 57.00°",USA 70
USA,Crewed Spacecraft,NASA,Rockwell,,Winged orbiter,2 × OME (AJ10-190),"Fuel cells, batteries",,,,Shuttle
USA,Crewed Spacecraft,NASA,Rockwell,,Winged orbiter,2 × OME (AJ10-190),"Fuel cells, batteries",,,,Shuttle
USA,"Communication, data relay",NASA,TRW,"4 (+2) 25W Ku-band TWTAs for LP (linearly polarized) zone coverage
    2 (+2) 1.5W Ku-band TWTAs for CP (circularly polarized) spot coverage 
    2 (+4) 25W Ku-band TWTAs for LP zone coverage
    2 (+2) 1.5W Ku-band TWTAs for CP spot coverage 
    12 5W TWTAs for LP C-Band up/down
    2 (+2) 26W S-band SSPAs (used for intersatellite links) 
    8 (+4) 3.5W S-band SSPAs (used for intersatellite links)",,?,"2 deployable solar arrays, batteries",10 years (design),2268 kg,GEO,"TDRS 1, 2, 3, 4, 5, 6 (TDRS A, B, C, D, E, F)"
USA,Crewed Spacecraft,NASA,Rockwell,,Winged orbiter,2 × OME (AJ10-190),"Fuel cells, batteries",,,,Shuttle
USA,Earth observation,NASA,"GE Astro Space, Fairchild (Bus)","ACRIM II, CLAES, ISAMS, MLS, HALOE, HRDI, WIND II, SOLSICE, SUSIM, PEM",MMS,?,"Deployable solar array, batteries","3 years (design), 14 years reached",6795 kg,"585 km, 57°",UARS
USA,Crewed Spacecraft,NASA,Rockwell,,Winged orbiter,2 × OME (AJ10-190),"Fuel cells, batteries",,,,Shuttle
USA,Early Warning,US Air Force (USAF) → US Space Force (USSF),TRW → Northrop Grumman,?,,?,"4 deployable fixed solar arrays, solar cells, batteries",,2386 kg,GEO,"DSP 14, 15, 16, 17, 18, 19, 20, 21, 22, 23 (Phase 3)"
USA,Crewed Spacecraft,NASA,Rockwell,,Winged orbiter,2 × OME (AJ10-190),"Fuel cells, batteries",,,,Shuttle
USA,Crewed Spacecraft,NASA,Rockwell,,Winged orbiter,2 × OME (AJ10-190),"Fuel cells, batteries",,,,Shuttle
USA,Crewed Spacecraft,NASA,Rockwell,,Winged orbiter,2 × OME (AJ10-190),"Fuel cells, batteries",,,,Shuttle
USA,Crewed Spacecraft,NASA,Rockwell,,Winged orbiter,2 × OME (AJ10-190),"Fuel cells, batteries",,,,Shuttle
USA,Crewed Spacecraft,NASA,Rockwell,,Winged orbiter,2 × OME (AJ10-190),"Fuel cells, batteries",,,,Shuttle
Europe,retrievable satellite,ESA,MBB-ERNO (prime),,,,"2 deployable solar arrays, batteries",,4491 kg,"500 km × 504 km, 28.46°",Eureca 1
"Italy, USA","Tethered, retrievable satellite","ISA, NASA",,,TSS,None,Batteries,,518 kg,"296 km × 296 km, 28.5° (#1)","TSS 1, 1R"
USA,Crewed Spacecraft,NASA,Rockwell,,Winged orbiter,2 × OME (AJ10-190),"Fuel cells, batteries",,,,Shuttle
USA,Crewed Spacecraft,NASA,Rockwell,,Winged orbiter,2 × OME (AJ10-190),"Fuel cells, batteries",,,,Shuttle
"USA (#1), Italy (#2)",Geodesy,"NASA, ASI","Bendix Corp. (body), Perkin ELmer (reflectors)(#1), ASI (#2)","426 cube corner reflectors, 4 germanium reflectors",60 cm sphere,None,None,Indefinite,"411 kg (#1), 405 kg (#2)","5837 km × 5945 km, 109.86° (#1); 5617 km × 5950 km, 52.64° (#2)","LAGEOS 1, 2"
Canada,Technology,CSA,CSA,,,,,,82 kg,"212 km × 219 km, 28.5°",CTA
USA,Crewed Spacecraft,NASA,Rockwell,,Winged orbiter,2 × OME (AJ10-190),"Fuel cells, batteries",,,,Shuttle
USA,Comsat / Relay,NRO,Hughes,?,HS-386 ?,?,"Solar cells (body mounted and drop-skirt), batteries",8 years ?,~ 3000 kg ?,"Molniya Orbit (#8, #10, #11), GEO (#9)","Quasar 8, 9, 10, 11 (SDS-2 1, 2, 3, 4)"
USA,Radar calibration,NASA Goddard,,None,"15 cm spheres (#A, B, 2A), 10 cm spheres (#C, D, 2B), 5 cm spheres (#E, F, 2C), 13.3 cm wire dipoles (#2D, 2E), 4.4 cm wire dipoles (#2F)",None,None,,"4200 g (#A,B,2A), 500 g (# C,D,2B), 5 g (# E,F,2C), 1.5 g (#2D, 2E), 0.5 g
    (#2F)",,ODERACS
USA,Crewed Spacecraft,NASA,Rockwell,,Winged orbiter,2 × OME (AJ10-190),"Fuel cells, batteries",,,,Shuttle
USA,"Communication, data relay",NASA,TRW,"4 (+2) 25W Ku-band TWTAs for LP (linearly polarized) zone coverage
    2 (+2) 1.5W Ku-band TWTAs for CP (circularly polarized) spot coverage 
    2 (+4) 25W Ku-band TWTAs for LP zone coverage
    2 (+2) 1.5W Ku-band TWTAs for CP spot coverage 
    12 5W TWTAs for LP C-Band up/down
    2 (+2) 26W S-band SSPAs (used for intersatellite links) 
    8 (+4) 3.5W S-band SSPAs (used for intersatellite links)",,?,"2 deployable solar arrays, batteries",10 years (design),2268 kg,GEO,"TDRS 1, 2, 3, 4, 5, 6 (TDRS A, B, C, D, E, F)"
USA,Crewed Spacecraft,NASA,Rockwell,,Winged orbiter,2 × OME (AJ10-190),"Fuel cells, batteries",,,,Shuttle
USA,UV-Ray Astronomy (Shuttle retrievable),NASA Goddard,,?,Spartan-200,?,Batteries,,1360 kg,"292 km × 298 km, 57.00° (#F1); 252 km × 265 km, 57.00° (#F2); 369 km × 382 km, 28.47° (#F3); 277 km × 283 km, 28.47° (#F4); 549 km × 560 km, 28.47° (#F5)",Spartan 201 (Solar Spartan)
USA,Crewed Spacecraft,NASA,Rockwell,,Winged orbiter,2 × OME (AJ10-190),"Fuel cells, batteries",,,,Shuttle
USA,Crewed Spacecraft,NASA,Rockwell,,Winged orbiter,2 × OME (AJ10-190),"Fuel cells, batteries",,,,Shuttle
USA,Crewed Spacecraft,NASA,Rockwell,,Winged orbiter,2 × OME (AJ10-190),"Fuel cells, batteries",,,,Shuttle
USA,Communication,NASA,RCA Astro → GE Astro → Martin Marietta,4 Ka-band transponders,AS-4000,Star-37FM,"2 deployable solar arrays, batteries",,2240 kg,GEO,ACTS
"Germany, USA","UV Astronomy, retrievable satellite","DARA, NASA",Daimler Chrysler Aerospace,"FUV-Spectrometer, EUV-Spectrometer, IMAPS",Astro-SPAS-Platform,,Batteries,,3500 kg,"270 km × 304 km, 70.6° (#1)","ORFEUS-SPAS 1, 2"
USA,Crewed Spacecraft,NASA,Rockwell,,Winged orbiter,2 × OME (AJ10-190),"Fuel cells, batteries",,,,Shuttle
USA,Crewed Spacecraft,NASA,Rockwell,,Winged orbiter,2 × OME (AJ10-190),"Fuel cells, batteries",,,,Shuttle
USA,Crewed Spacecraft,NASA,Rockwell,,Winged orbiter,2 × OME (AJ10-190),"Fuel cells, batteries",,,,Shuttle
USA,"Material research, retrievable",NASA,,,,,Batteries,2 days,1935 kg,,"WSF 1, 2, 3"
Germany,"Science, atmosphere","DARA, ZARM",ZARM,,12-sided prism,,"Solar cells, batteries",,63 kg,"363 km × 344 km, 56.9°",BremSat
USA,Radar calibration,NASA Goddard,,None,"15 cm spheres (#A, B, 2A), 10 cm spheres (#C, D, 2B), 5 cm spheres (#E, F, 2C), 13.3 cm wire dipoles (#2D, 2E), 4.4 cm wire dipoles (#2F)",None,None,,"4200 g (#A,B,2A), 500 g (# C,D,2B), 5 g (# E,F,2C), 1.5 g (#2D, 2E), 0.5 g
    (#2F)",,ODERACS
USA,Crewed Spacecraft,NASA,Rockwell,,Winged orbiter,2 × OME (AJ10-190),"Fuel cells, batteries",,,,Shuttle
USA,Crewed Spacecraft,NASA,Rockwell,,Winged orbiter,2 × OME (AJ10-190),"Fuel cells, batteries",,,,Shuttle
USA,Crewed Spacecraft,NASA,Rockwell,,Winged orbiter,2 × OME (AJ10-190),"Fuel cells, batteries",,,,Shuttle
USA,Crewed Spacecraft,NASA,Rockwell,,Winged orbiter,2 × OME (AJ10-190),"Fuel cells, batteries",,,,Shuttle
USA,UV-Ray Astronomy (Shuttle retrievable),NASA Goddard,,?,Spartan-200,?,Batteries,,1360 kg,"292 km × 298 km, 57.00° (#F1); 252 km × 265 km, 57.00° (#F2); 369 km × 382 km, 28.47° (#F3); 277 km × 283 km, 28.47° (#F4); 549 km × 560 km, 28.47° (#F5)",Spartan 201 (Solar Spartan)
USA,Crewed Spacecraft,NASA,Rockwell,,Winged orbiter,2 × OME (AJ10-190),"Fuel cells, batteries",,,,Shuttle
USA,Crewed Spacecraft,NASA,Rockwell,,Winged orbiter,2 × OME (AJ10-190),"Fuel cells, batteries",,,,Shuttle
Germany,"IR earth science, retrievable satellite","DARA, NASA",Daimler Chrysler Aerospace,"CRISTA, MAHRSI",Astro-SPAS-Platform,,Batteries,,3260 kg,"296 km × 310 km, 57° (#1); 298 km × 309 km, 57° (#2)","CRISTA-SPAS 1, 2"
USA,Crewed Spacecraft,NASA,Rockwell,,Winged orbiter,2 × OME (AJ10-190),"Fuel cells, batteries",,,,Shuttle
USA,UV X-Ray Astronomy (Shuttle retrievable),"NASA Goddard, USAF STP (Space Test Program)",,FUVIS,Spartan-200,?,Batteries,,,"310 km × 342 km, 51.6°",Spartan 204
USA,Radar calibration,NASA Goddard,,None,"15 cm spheres (#A, B, 2A), 10 cm spheres (#C, D, 2B), 5 cm spheres (#E, F, 2C), 13.3 cm wire dipoles (#2D, 2E), 4.4 cm wire dipoles (#2F)",None,None,,"4200 g (#A,B,2A), 500 g (# C,D,2B), 5 g (# E,F,2C), 1.5 g (#2D, 2E), 0.5 g
    (#2F)",,ODERACS
USA,Crewed Spacecraft,NASA,Rockwell,,Winged orbiter,2 × OME (AJ10-190),"Fuel cells, batteries",,,,Shuttle
USA,Crewed Spacecraft,NASA,Rockwell,,Winged orbiter,2 × OME (AJ10-190),"Fuel cells, batteries",,,,Shuttle
USA,Crewed Spacecraft,NASA,Rockwell,,Winged orbiter,2 × OME (AJ10-190),"Fuel cells, batteries",,,,Shuttle
USA,"Communication, data relay",NASA,TRW,"4 (+2) 25W Ku-band TWTAs for LP (linearly polarized) zone coverage
    2 (+2) 1.5W Ku-band TWTAs for CP (circularly polarized) spot coverage 
    2 (+4) 25W Ku-band TWTAs for LP zone coverage 
    2 (+2) 1.5W Ku-band TWTAs for CP spot coverage 
    2 (+2) 26W S-band SSPAs (used for intersatellite links) 
    8 (+4) 3.5W S-band SSPAs (used for intersatellite links)",,?,"2 deployable solar arrays, batteries",,2268 kg,GEO,TDRS 7 (TDRS G)
USA,Crewed Spacecraft,NASA,Rockwell,,Winged orbiter,2 × OME (AJ10-190),"Fuel cells, batteries",,,,Shuttle
USA,"Material research, retrievable",NASA,,,,,Batteries,2 days,1935 kg,,"WSF 1, 2, 3"
USA,UV-Ray Astronomy (Shuttle retrievable),NASA Goddard,,?,Spartan-200,?,Batteries,,1360 kg,"292 km × 298 km, 57.00° (#F1); 252 km × 265 km, 57.00° (#F2); 369 km × 382 km, 28.47° (#F3); 277 km × 283 km, 28.47° (#F4); 549 km × 560 km, 28.47° (#F5)",Spartan 201 (Solar Spartan)
USA,Crewed Spacecraft,NASA,Rockwell,,Winged orbiter,2 × OME (AJ10-190),"Fuel cells, batteries",,,,Shuttle
USA,Crewed Spacecraft,NASA,Rockwell,,Winged orbiter,2 × OME (AJ10-190),"Fuel cells, batteries",,,,Shuttle
Russia,Space Station docking module,MOM → RKA,RKK Energia,,,None,via Mir,,,"221 km × 335 km, 51.6° (typical)",SO (Stikovchnoy Otsek)
USA,Crewed Spacecraft,NASA,Rockwell,,Winged orbiter,2 × OME (AJ10-190),"Fuel cells, batteries",,,,Shuttle
USA,Technology (Shuttle retrievable),NASA Goddard,,?,Spartan-200,?,Batteries,,,"302 km × 310 km, 28.4°",Spartan 206 (OAST Flyer)
USA,Crewed Spacecraft,NASA,Rockwell,,Winged orbiter,2 × OME (AJ10-190),"Fuel cells, batteries",,,,Shuttle
"Italy, USA","Tethered, retrievable satellite","ISA, NASA",,,TSS,None,Batteries,,518 kg,"296 km × 296 km, 28.5° (#1)","TSS 1, 1R"
USA,Crewed Spacecraft,NASA,Rockwell,,Winged orbiter,2 × OME (AJ10-190),"Fuel cells, batteries",,,,Shuttle
USA,Crewed Spacecraft,NASA,Rockwell,,Winged orbiter,2 × OME (AJ10-190),"Fuel cells, batteries",,,,Shuttle
USA,Technology (Shuttle retrievable),NASA Goddard,,IAE,Spartan-200,?,Batteries,,850 kg,"281 km × 294 km, 39.02°",Spartan 207 (IAE)
USA,Technology,NASA-GSFC,NASA-GSFC,Laser reflector,Hexagonal prism,None,Batteries,,49 kg,"278 km × 288 km, 39.01°",PAMS-STU
USA,Crewed Spacecraft,NASA,Rockwell,,Winged orbiter,2 × OME (AJ10-190),"Fuel cells, batteries",,,,Shuttle
USA,Crewed Spacecraft,NASA,Rockwell,,Winged orbiter,2 × OME (AJ10-190),"Fuel cells, batteries",,,,Shuttle
USA,Crewed Spacecraft,NASA,Rockwell,,Winged orbiter,2 × OME (AJ10-190),"Fuel cells, batteries",,,,Shuttle
USA,"Material research, retrievable",NASA,,,,,Batteries,2 days,1935 kg,,"WSF 1, 2, 3"
"Germany, USA","UV Astronomy, retrievable satellite","DARA, NASA",Daimler Chrysler Aerospace,"FUV-Spectrometer, EUV-Spectrometer, IMAPS",Astro-SPAS-Platform,,Batteries,,3500 kg,"270 km × 304 km, 70.6° (#1)","ORFEUS-SPAS 1, 2"
USA,Crewed Spacecraft,NASA,Rockwell,,Winged orbiter,2 × OME (AJ10-190),"Fuel cells, batteries",,,,Shuttle
USA,Crewed Spacecraft,NASA,Rockwell,,Winged orbiter,2 × OME (AJ10-190),"Fuel cells, batteries",,,,Shuttle
USA,Crewed Spacecraft,NASA,Rockwell,,Winged orbiter,2 × OME (AJ10-190),"Fuel cells, batteries",,,,Shuttle
USA,Crewed Spacecraft,NASA,Rockwell,,Winged orbiter,2 × OME (AJ10-190),"Fuel cells, batteries",,,,Shuttle
USA,Crewed Spacecraft,NASA,Rockwell,,Winged orbiter,2 × OME (AJ10-190),"Fuel cells, batteries",,,,Shuttle
USA,Crewed Spacecraft,NASA,Rockwell,,Winged orbiter,2 × OME (AJ10-190),"Fuel cells, batteries",,,,Shuttle
Germany,"IR earth science, retrievable satellite","DARA, NASA",Daimler Chrysler Aerospace,"CRISTA, MAHRSI",Astro-SPAS-Platform,,Batteries,,3260 kg,"296 km × 310 km, 57° (#1); 298 km × 309 km, 57° (#2)","CRISTA-SPAS 1, 2"
USA,Crewed Spacecraft,NASA,Rockwell,,Winged orbiter,2 × OME (AJ10-190),"Fuel cells, batteries",,,,Shuttle
USA,Crewed Spacecraft,NASA,Rockwell,,Winged orbiter,2 × OME (AJ10-190),"Fuel cells, batteries",,,,Shuttle
USA,UV-Ray Astronomy (Shuttle retrievable),NASA Goddard,,?,Spartan-200,?,Batteries,,1360 kg,"292 km × 298 km, 57.00° (#F1); 252 km × 265 km, 57.00° (#F2); 369 km × 382 km, 28.47° (#F3); 277 km × 283 km, 28.47° (#F4); 549 km × 560 km, 28.47° (#F5)",Spartan 201 (Solar Spartan)
USA,Remote controlled inspector,NASA,NASA Johnson Space Center,"2 cameras, floodlight, position lights","Sphere, cushion covered",12 × Nitrogen cold gas thrusters (based on SAFER),Batteries,,17 kg,"276 km × 282 km, 28.47°",AERCam Sprint
USA,Crewed Spacecraft,NASA,Rockwell,,Winged orbiter,2 × OME (AJ10-190),"Fuel cells, batteries",,,,Shuttle
USA,Crewed Spacecraft,NASA,Rockwell,,Winged orbiter,2 × OME (AJ10-190),"Fuel cells, batteries",,,,Shuttle
USA,Crewed Spacecraft,NASA,Rockwell,,Winged orbiter,2 × OME (AJ10-190),"Fuel cells, batteries",,,,Shuttle
USA,Crewed Spacecraft,NASA,Rockwell,,Winged orbiter,2 × OME (AJ10-190),"Fuel cells, batteries",,,,Shuttle
USA,UV-Ray Astronomy (Shuttle retrievable),NASA Goddard,,?,Spartan-200,?,Batteries,,1360 kg,"292 km × 298 km, 57.00° (#F1); 252 km × 265 km, 57.00° (#F2); 369 km × 382 km, 28.47° (#F3); 277 km × 283 km, 28.47° (#F4); 549 km × 560 km, 28.47° (#F5)",Spartan 201 (Solar Spartan)
USA,Experimental,"Naval Postgraduate School (NPS), USAF STP (Space Test Program)",Naval Postgraduate School (NPS),?,?,None,"Solar cells, batteries",,70 kg,"552 km × 563 km, 28.46°","PANSAT (S97-D, PO 34, PANSAT-OSCAR 34)"
USA,Crewed Spacecraft,NASA,Rockwell,,Winged orbiter,2 × OME (AJ10-190),"Fuel cells, batteries",,,,Shuttle
